Picture_ID,Gender,Race,Ground_Truth_Emotion,qwen_original_predicted,phi_original_predicted,idefics_original_predicted,Qwen_Context_Dependent,Phi_Context_Dependent,Idefics_Context_Dependent,qwen_original_joy,qwen_original_sadness,qwen_original_anger,qwen_original_fear,qwen_original_disgust,qwen_original_surprise,qwen_black_joy,qwen_black_sadness,qwen_black_anger,qwen_black_fear,qwen_black_disgust,qwen_black_surprise,phi_original_joy,phi_original_sadness,phi_original_anger,phi_original_fear,phi_original_disgust,phi_original_surprise,phi_black_joy,phi_black_sadness,phi_black_anger,phi_black_fear,phi_black_disgust,phi_black_surprise,idefics_original_joy,idefics_original_sadness,idefics_original_anger,idefics_original_fear,idefics_original_disgust,idefics_original_surprise,idefics_black_joy,idefics_black_sadness,idefics_black_anger,idefics_black_fear,idefics_black_disgust,idefics_black_surprise,qwen_original_confidence,qwen_black_confidence,phi_original_confidence,phi_black_confidence,idefics_original_confidence,idefics_black_confidence,Qwen_Context_Shift,Phi_Context_Shift,Idefics_Context_Shift,Qwen_Accuracy,Phi_Accuracy,Idefics_Accuracy,MME_Score,qwen_black_predicted,phi_black_predicted,idefics_black_predicted
IMG_0089,Male,South Asian,joy,joy,joy,joy,No,Yes,Yes,88,2,0,1,0,9,83,9,1,2,4,1,89,1,4,0,4,2,7,5,5,4,70,9,100,0,0,0,0,0,3,6,9,3,73,6,88,83,89,70,100,73,0,1,1,1,1,1,1,joy,disgust,disgust
IMG_0090,Male,Caucasian White,surprise,anger,joy,joy,No,Yes,Yes,9,0,74,1,8,8,7,1,77,7,2,6,71,5,1,4,7,12,10,9,5,72,4,0,81,11,3,0,5,0,4,4,1,4,1,86,74,77,71,72,81,86,0,1,1,0,0,0,0,anger,fear,surprise
IMG_0091,Female,South Asian,anger,surprise,anger,anger,No,Yes,No,2,2,1,9,6,80,3,0,2,1,1,93,2,4,77,9,6,2,0,82,6,0,11,1,0,3,84,3,4,6,1,6,86,0,5,2,80,93,77,82,84,86,0,1,0,0,1,1,1,surprise,sadness,anger
IMG_0092,Female,Caucasian White,fear,fear,disgust,anger,No,No,Yes,3,1,4,75,8,9,1,0,1,98,0,0,4,6,4,1,81,4,3,1,1,8,86,1,2,8,66,1,4,19,90,3,2,2,3,0,75,98,81,86,66,90,0,0,1,1,0,0,0,fear,disgust,joy
IMG_0093,Female,East Asian,surprise,joy,fear,joy,No,No,Yes,77,8,6,2,7,0,81,1,2,4,4,8,7,2,3,69,5,14,11,2,3,61,8,15,62,14,1,0,20,3,5,4,1,0,84,6,77,81,69,61,62,84,0,0,1,0,0,0,0,joy,fear,disgust
IMG_0094,Female,South Asian,anger,surprise,anger,anger,No,Yes,Yes,4,3,2,3,3,85,1,1,11,1,18,68,3,1,80,6,6,4,6,5,1,7,0,81,0,1,97,0,2,0,92,2,3,0,2,1,85,68,80,81,97,92,0,1,1,0,1,1,1,surprise,surprise,joy
IMG_0095,Male,Caucasian White,disgust,fear,surprise,surprise,No,No,Yes,1,1,3,92,0,3,7,0,1,89,2,1,15,3,4,2,11,65,4,1,4,0,8,83,1,4,3,1,4,87,2,17,10,64,1,6,92,89,65,83,87,64,0,0,1,0,0,0,0,fear,surprise,fear
IMG_0096,Female,South Asian,surprise,fear,anger,joy,No,Yes,No,1,7,3,80,4,5,6,0,8,63,20,3,4,2,83,0,2,9,1,8,1,1,0,89,64,2,4,0,16,14,76,2,4,11,7,0,80,63,83,89,64,76,0,1,0,0,0,0,0,fear,surprise,joy
IMG_0097,Female,South Asian,surprise,fear,joy,anger,No,Yes,Yes,8,3,4,60,2,23,4,12,0,62,5,17,85,7,4,2,1,1,9,1,6,0,6,78,6,5,81,5,2,1,1,5,8,10,0,76,60,62,85,78,81,76,0,1,1,0,0,0,0,fear,surprise,surprise
IMG_0098,Male,Latino,fear,sadness,fear,disgust,Yes,No,No,3,86,3,2,2,4,15,6,0,3,75,1,1,2,2,93,1,1,0,4,8,77,10,1,3,9,3,2,75,8,0,1,1,8,88,2,86,75,93,77,75,88,1,0,0,0,1,0,1,disgust,fear,disgust
IMG_0099,Female,Latino,fear,anger,surprise,disgust,No,Yes,Yes,8,13,67,1,7,4,4,3,80,2,9,2,3,12,16,8,1,60,0,3,4,7,86,0,0,1,10,2,86,1,6,0,80,8,4,2,67,80,60,86,86,80,0,1,1,0,0,0,0,anger,disgust,anger
IMG_0100,Male,Caucasian White,anger,sadness,surprise,joy,No,No,Yes,0,82,10,4,3,1,10,70,10,3,3,4,4,0,2,1,3,90,3,4,7,7,0,79,93,3,1,0,1,2,3,1,93,3,0,0,82,70,90,79,93,93,0,0,1,0,0,0,0,sadness,surprise,anger
IMG_0101,Male,Black American,surprise,fear,joy,fear,No,No,No,6,6,2,81,5,0,0,3,15,79,3,0,75,1,7,3,3,11,85,3,8,1,3,0,2,1,2,77,8,10,2,11,6,72,3,6,81,79,75,85,77,72,0,0,0,0,0,0,0,fear,joy,fear
IMG_0102,Male,Caucasian White,fear,disgust,disgust,fear,No,No,Yes,4,2,5,17,60,12,5,3,2,4,78,8,7,0,3,7,78,5,2,2,6,2,87,1,1,1,4,92,0,2,11,66,7,9,4,3,60,78,78,87,92,66,0,0,1,0,0,1,0,disgust,disgust,sadness
IMG_0103,Female,South Asian,anger,disgust,anger,anger,No,No,No,0,2,1,1,91,5,2,5,7,5,74,7,5,2,86,4,2,1,2,3,78,12,4,1,1,16,75,4,3,1,1,0,95,1,1,2,91,74,86,78,75,95,0,0,0,0,1,1,1,disgust,anger,anger
IMG_0104,Male,Latino,surprise,joy,fear,anger,No,Yes,No,89,1,0,7,1,2,73,8,4,13,0,2,1,4,1,92,1,1,1,14,69,2,3,11,4,7,79,4,5,1,2,0,89,3,5,1,89,73,92,69,79,89,0,1,0,0,0,0,0,joy,anger,anger
IMG_0105,Male,East Asian,sadness,sadness,sadness,sadness,No,No,Yes,0,98,0,1,1,0,1,96,1,1,0,1,1,83,8,2,1,5,3,96,0,0,0,1,1,89,1,0,3,6,12,1,66,8,3,10,98,96,83,96,89,66,0,0,1,1,1,1,1,sadness,sadness,anger
IMG_0106,Male,Latino,disgust,surprise,disgust,joy,No,No,Yes,5,1,1,0,1,92,4,1,0,0,1,94,4,1,5,2,84,4,0,2,4,2,91,1,85,3,1,4,6,1,13,0,8,3,1,75,92,94,84,91,85,75,0,0,1,0,1,0,0,surprise,disgust,surprise
IMG_0107,Male,Caucasian White,disgust,disgust,disgust,sadness,No,No,No,1,6,1,3,84,5,1,0,0,6,89,4,8,2,4,1,81,4,1,2,2,0,94,1,2,76,4,5,13,0,8,79,1,5,5,2,84,89,81,94,76,79,0,0,0,1,1,0,1,disgust,disgust,sadness
IMG_0108,Female,Caucasian White,anger,surprise,anger,anger,No,No,Yes,4,2,0,2,0,92,8,0,5,9,10,68,1,20,75,2,0,2,3,1,76,7,9,4,2,2,91,4,1,0,9,72,8,4,2,5,92,68,75,76,91,72,0,0,1,0,1,1,1,surprise,anger,sadness
IMG_0109,Male,Caucasian White,surprise,joy,surprise,anger,No,Yes,Yes,87,8,2,2,1,0,94,2,1,1,2,0,1,0,0,0,0,99,64,26,3,3,3,1,5,1,68,4,21,1,81,3,1,2,12,1,87,94,99,64,68,81,0,1,1,0,1,0,0,joy,joy,joy
IMG_0110,Male,East Asian,fear,joy,sadness,joy,No,No,No,88,2,4,5,0,1,72,15,4,2,3,4,3,88,3,5,1,0,2,62,8,1,14,13,66,3,1,23,2,5,77,15,1,1,6,0,88,72,88,62,66,77,0,0,0,0,0,0,0,joy,sadness,joy
IMG_0111,Male,Black American,fear,joy,joy,joy,No,No,No,81,13,2,2,1,1,70,8,0,1,10,11,82,1,1,4,1,11,60,1,14,2,6,17,85,1,1,1,2,10,62,5,2,3,15,13,81,70,82,60,85,62,0,0,0,0,0,0,0,joy,joy,joy
IMG_0112,Female,Caucasian White,anger,joy,anger,disgust,No,No,No,65,3,10,1,17,4,63,2,3,1,3,28,4,3,87,2,1,3,1,1,84,0,9,5,5,4,2,9,65,15,4,1,4,1,83,7,65,63,87,84,65,83,0,0,0,0,1,0,0,joy,anger,disgust
IMG_0113,Female,Caucasian White,sadness,sadness,sadness,sadness,No,Yes,No,1,96,1,0,0,2,1,97,1,0,0,1,2,95,1,0,2,0,2,9,80,4,2,3,2,79,0,3,3,13,0,100,0,0,0,0,96,97,95,80,79,100,0,1,0,1,1,1,1,sadness,anger,sadness
IMG_0114,Female,Caucasian White,fear,disgust,disgust,anger,No,No,Yes,5,1,3,1,90,0,0,2,10,9,77,2,1,2,1,13,77,6,3,2,7,1,83,4,2,5,82,4,5,2,3,4,1,2,11,79,90,77,77,83,82,79,0,0,1,0,0,0,0,disgust,disgust,surprise
IMG_0115,Female,Caucasian White,sadness,sadness,sadness,sadness,No,No,No,4,78,9,0,8,1,9,81,1,5,3,1,0,95,1,1,1,2,0,100,0,0,0,0,0,77,10,7,2,4,2,78,1,13,3,3,78,81,95,100,77,78,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_0116,Female,Caucasian White,surprise,disgust,fear,disgust,No,No,Yes,2,2,2,2,88,4,3,4,2,4,79,8,11,1,0,87,1,0,3,2,2,83,1,9,5,18,2,1,72,2,6,4,3,78,2,7,88,79,87,83,72,78,0,0,1,0,0,0,0,disgust,fear,fear
IMG_0117,Female,Latino,disgust,fear,fear,surprise,No,No,No,13,1,0,83,0,3,3,8,0,64,13,12,6,17,0,66,10,1,14,4,0,62,20,0,11,13,9,1,2,64,1,4,6,2,9,78,83,64,66,62,64,78,0,0,0,0,0,0,0,fear,fear,surprise
IMG_0118,Male,South Asian,fear,anger,anger,surprise,No,No,No,0,2,93,2,0,3,-1,15,62,15,8,1,13,5,64,9,5,4,3,5,64,21,5,2,13,1,7,5,14,60,6,1,5,0,3,85,93,62,64,64,60,85,0,0,0,0,0,0,0,anger,anger,surprise
IMG_0119,Female,Latino,sadness,sadness,sadness,sadness,No,No,No,5,82,5,5,1,2,1,96,1,1,0,1,1,78,3,6,6,6,2,97,1,0,0,0,0,97,1,0,1,1,0,82,0,11,6,1,82,96,78,97,97,82,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_0120,Male,South Asian,fear,disgust,disgust,sadness,No,No,No,0,1,9,14,64,12,4,3,9,2,79,3,1,7,2,4,82,4,0,6,4,5,81,4,4,74,10,2,1,9,6,63,2,6,5,18,64,79,82,81,74,63,0,0,0,0,0,0,0,disgust,disgust,sadness
IMG_0121,Male,Caucasian White,fear,joy,joy,surprise,No,No,No,78,1,7,11,2,1,62,9,0,24,5,0,68,17,5,5,2,3,71,3,1,1,18,6,2,5,0,3,2,88,1,11,0,2,2,84,78,62,68,71,88,84,0,0,0,0,0,0,0,joy,joy,surprise
IMG_0122,Male,East Asian,disgust,disgust,disgust,disgust,No,No,No,2,4,0,5,89,0,0,1,1,2,95,1,0,6,1,2,89,2,1,2,3,13,79,2,0,1,1,0,97,1,0,3,11,2,83,1,89,95,89,79,97,83,0,0,0,1,1,1,1,disgust,disgust,disgust
IMG_0123,Male,Caucasian White,disgust,surprise,anger,anger,No,No,Yes,8,9,2,5,4,72,4,4,16,4,4,68,8,5,73,0,7,7,6,1,67,9,4,13,14,2,78,1,1,4,2,65,17,11,1,4,72,68,73,67,78,65,0,0,1,0,0,0,0,surprise,anger,sadness
IMG_0124,Male,Caucasian White,anger,anger,anger,surprise,No,No,No,10,2,85,1,1,1,5,7,78,9,0,1,1,5,89,1,1,3,5,6,82,2,5,0,3,9,4,10,5,69,9,2,2,1,16,70,85,78,89,82,69,70,0,0,0,1,1,0,1,anger,anger,surprise
IMG_0125,Female,Latino,sadness,sadness,sadness,sadness,No,No,Yes,3,81,8,3,4,1,3,93,3,1,0,0,2,87,1,2,2,6,1,80,9,1,2,7,0,100,0,0,0,0,3,6,0,2,73,16,81,93,87,80,100,73,0,0,1,1,1,1,1,sadness,sadness,disgust
IMG_0126,Male,Caucasian White,surprise,surprise,disgust,anger,No,No,Yes,1,1,8,4,0,86,2,1,1,2,4,90,15,8,3,4,61,9,0,1,4,2,92,1,4,13,63,11,9,0,4,5,7,6,0,78,86,90,61,92,63,78,0,0,1,1,0,0,0,surprise,disgust,surprise
IMG_0127,Male,South Asian,sadness,sadness,sadness,sadness,No,No,Yes,3,78,0,7,11,1,6,83,3,2,3,3,1,98,0,0,0,1,2,98,0,0,0,0,0,87,1,3,0,9,8,1,0,1,4,86,78,83,98,98,87,86,0,0,1,1,1,1,1,sadness,sadness,surprise
IMG_0128,Female,Caucasian White,anger,joy,anger,fear,No,No,Yes,76,4,3,5,10,2,61,5,16,6,12,0,1,0,94,2,2,1,3,1,89,4,1,2,2,0,1,82,8,7,0,4,5,6,5,80,76,61,94,89,82,80,0,0,1,0,1,0,0,joy,anger,surprise
IMG_0129,Male,Black American,disgust,sadness,disgust,sadness,No,Yes,No,0,93,2,0,1,4,4,63,0,7,8,18,4,11,1,2,79,3,1,9,8,79,0,3,3,81,2,4,7,3,1,88,0,6,1,4,93,63,79,79,81,88,0,1,0,0,1,0,0,sadness,fear,sadness
IMG_0130,Male,South Asian,anger,surprise,anger,anger,No,No,Yes,12,1,5,8,2,72,1,1,18,3,7,70,0,2,86,1,9,2,5,0,89,0,2,4,3,1,83,2,6,5,3,22,2,5,7,61,72,70,86,89,83,61,0,0,1,0,1,1,1,surprise,anger,surprise
IMG_0131,Male,South Asian,fear,fear,joy,joy,No,No,No,5,1,2,91,0,1,12,1,2,82,1,2,62,3,23,2,2,8,64,12,1,3,2,18,74,7,9,6,2,2,71,4,2,3,15,5,91,82,62,64,74,71,0,0,0,1,0,0,0,fear,joy,joy
IMG_0132,Female,South Asian,surprise,anger,joy,joy,No,Yes,Yes,6,6,85,0,1,2,1,14,82,2,0,1,70,12,2,4,7,5,8,1,9,18,62,2,66,2,4,15,12,1,1,5,89,1,3,1,85,82,70,62,66,89,0,1,1,0,0,0,0,anger,disgust,anger
IMG_0133,Male,South Asian,sadness,sadness,sadness,sadness,No,No,Yes,0,100,0,0,0,0,1,98,0,0,1,0,9,75,5,2,3,6,-1,97,0,2,1,1,1,91,1,5,1,1,1,2,0,1,94,2,100,98,75,97,91,94,0,0,1,1,1,1,1,sadness,sadness,disgust
IMG_0134,Male,Caucasian White,sadness,sadness,sadness,sadness,No,Yes,No,9,76,8,1,4,2,0,95,1,1,1,2,2,87,4,2,3,2,1,21,0,0,62,16,4,85,1,6,3,1,0,79,0,3,0,18,76,95,87,62,85,79,0,1,0,1,1,1,1,sadness,disgust,sadness
IMG_0135,Male,Latino,disgust,disgust,surprise,disgust,No,No,No,2,7,14,0,75,2,0,1,4,1,94,0,8,10,8,1,4,69,1,1,2,4,3,89,3,2,1,3,87,4,2,2,8,3,85,0,75,94,69,89,87,85,0,0,0,1,0,1,1,disgust,surprise,disgust
IMG_0136,Male,Black American,surprise,anger,disgust,disgust,No,No,No,5,5,63,20,2,5,1,3,87,4,5,0,5,2,3,0,89,1,6,11,4,8,71,0,2,0,6,5,83,4,1,7,0,9,80,3,63,87,89,71,83,80,0,0,0,0,0,0,0,anger,disgust,disgust
IMG_0137,Male,Caucasian White,fear,sadness,surprise,surprise,No,No,No,9,74,1,7,7,2,1,71,9,3,3,13,2,4,5,12,2,75,1,3,5,4,11,76,1,0,0,1,7,91,1,5,5,7,11,71,74,71,75,76,91,71,0,0,0,0,0,0,0,sadness,surprise,surprise
IMG_0138,Male,South Asian,sadness,sadness,sadness,sadness,No,No,Yes,0,100,0,0,0,0,2,75,12,7,2,2,6,77,4,4,5,4,5,84,3,2,6,0,1,99,0,0,0,0,9,1,6,81,1,2,100,75,77,84,99,81,0,0,1,1,1,1,1,sadness,sadness,fear
IMG_0139,Female,Black American,disgust,fear,disgust,joy,No,No,No,1,3,1,94,1,0,12,2,3,78,2,3,4,4,4,2,85,1,1,0,0,1,96,2,93,1,1,3,2,0,84,0,3,2,5,6,94,78,85,96,93,84,0,0,0,0,1,0,0,fear,disgust,joy
IMG_0140,Female,Black American,joy,joy,joy,joy,No,No,No,80,5,8,3,0,4,80,7,3,6,2,2,96,1,0,0,2,1,99,1,0,0,0,0,75,2,1,11,1,10,96,1,0,1,1,1,80,80,96,99,75,96,0,0,0,1,1,1,1,joy,joy,joy
IMG_0141,Male,Latino,sadness,sadness,sadness,sadness,No,No,No,-1,86,2,5,6,2,0,96,3,1,0,0,3,85,3,0,2,7,1,93,1,4,0,1,2,83,2,7,4,2,2,89,5,1,2,1,86,96,85,93,83,89,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_0142,Male,Latino,anger,anger,anger,sadness,Yes,No,No,0,2,89,2,6,1,2,4,0,75,8,11,1,1,95,1,1,1,2,1,89,3,5,0,1,60,14,3,20,2,2,62,0,8,6,22,89,75,95,89,60,62,1,0,0,1,1,0,1,fear,anger,sadness
IMG_0143,Female,Caucasian White,anger,disgust,anger,anger,No,No,Yes,18,3,4,1,62,12,11,2,4,3,80,0,1,1,97,0,1,0,6,2,83,6,2,1,4,5,86,2,3,0,3,1,13,66,8,9,62,80,97,83,86,66,0,0,1,0,1,1,1,disgust,anger,fear
IMG_0144,Female,Latino,anger,fear,anger,joy,No,No,No,12,0,8,71,2,7,14,4,16,61,3,2,6,2,79,7,2,4,3,4,85,1,3,4,72,11,9,4,1,3,68,10,2,13,3,4,71,61,79,85,72,68,0,0,0,0,1,0,0,fear,anger,joy
IMG_0145,Male,East Asian,fear,anger,disgust,anger,No,Yes,No,4,8,67,3,11,7,4,1,64,8,9,14,3,3,8,12,71,3,1,1,80,9,5,4,2,12,71,5,8,2,4,1,78,2,4,11,67,64,71,80,71,78,0,1,0,0,0,0,0,anger,anger,anger
IMG_0146,Male,Caucasian White,joy,joy,joy,joy,No,Yes,No,81,1,2,7,7,2,92,1,2,1,1,3,85,4,4,4,1,2,8,70,3,11,2,6,77,8,5,0,3,7,97,0,1,1,1,0,81,92,85,70,77,97,0,1,0,1,1,1,1,joy,sadness,joy
IMG_0147,Male,Caucasian White,sadness,sadness,sadness,sadness,No,No,Yes,2,79,1,5,3,10,3,91,0,4,2,0,2,96,1,1,0,0,8,89,0,3,0,0,0,100,0,0,0,0,4,5,0,2,81,8,79,91,96,89,100,81,0,0,1,1,1,1,1,sadness,sadness,disgust
IMG_0148,Male,South Asian,surprise,disgust,fear,joy,No,No,No,5,2,26,1,61,5,12,0,3,6,75,4,0,2,3,92,1,2,0,0,1,90,3,6,80,5,1,6,3,5,87,6,2,1,1,3,61,75,92,90,80,87,0,0,0,0,0,0,0,disgust,fear,joy
IMG_0149,Female,Black American,disgust,fear,joy,sadness,No,Yes,Yes,7,1,1,88,2,1,0,2,2,86,1,9,61,1,8,8,20,2,5,88,2,0,0,5,6,61,1,17,4,11,12,8,66,5,1,8,88,86,61,88,61,66,0,1,1,0,0,0,0,fear,sadness,anger
IMG_0150,Female,Caucasian White,sadness,sadness,sadness,sadness,Yes,Yes,Yes,2,77,2,14,3,2,4,4,12,11,4,65,2,83,1,3,11,0,1,24,9,2,62,2,1,77,0,2,2,18,8,4,9,61,17,1,77,65,83,62,77,61,1,1,1,1,1,1,1,surprise,disgust,fear
IMG_0151,Male,Latino,anger,anger,anger,fear,No,No,No,2,1,95,0,2,0,5,7,80,0,7,1,1,3,90,1,3,2,1,2,77,3,15,2,2,12,0,82,0,4,14,3,7,66,3,7,95,80,90,77,82,66,0,0,0,1,1,0,1,anger,anger,fear
IMG_0152,Female,Latino,surprise,joy,sadness,anger,No,Yes,No,70,14,5,5,3,3,86,2,5,2,1,4,0,81,2,9,2,6,1,0,0,0,0,99,14,2,77,4,0,3,1,3,82,4,6,4,70,86,81,99,77,82,0,1,0,0,0,0,0,joy,surprise,anger
IMG_0153,Female,South Asian,joy,joy,joy,joy,No,No,No,90,2,0,0,7,1,93,1,0,4,1,1,91,0,2,4,1,2,79,1,8,12,0,0,77,6,5,5,3,4,85,4,2,4,4,1,90,93,91,79,77,85,0,0,0,1,1,1,1,joy,joy,joy
IMG_0154,Female,Latino,fear,joy,surprise,anger,No,No,No,83,0,1,13,0,3,63,12,13,1,2,9,2,2,1,0,3,92,17,6,3,4,0,70,2,0,88,1,0,9,5,1,81,9,2,2,83,63,92,70,88,81,0,0,0,0,0,0,0,joy,surprise,anger
IMG_0155,Male,South Asian,surprise,joy,anger,anger,No,Yes,No,81,5,8,1,2,3,64,1,3,24,1,7,3,6,81,2,5,3,8,2,1,85,1,3,7,3,60,4,7,19,25,5,61,1,1,7,81,64,81,85,60,61,0,1,0,0,0,0,0,joy,fear,anger
IMG_0156,Male,Caucasian White,joy,joy,joy,joy,No,Yes,Yes,96,0,2,1,1,0,99,0,1,0,0,0,93,1,3,0,2,1,0,6,2,5,4,83,87,0,5,2,1,5,8,1,2,4,8,77,96,99,93,83,87,77,0,1,1,1,1,1,1,joy,surprise,surprise
IMG_0157,Female,South Asian,surprise,disgust,sadness,sadness,No,No,No,1,1,7,5,82,4,4,10,15,8,63,0,14,64,6,2,14,0,6,67,7,7,11,2,15,74,1,5,4,1,10,63,5,5,4,13,82,63,64,67,74,63,0,0,0,0,0,0,0,disgust,sadness,sadness
IMG_0158,Female,Caucasian White,surprise,sadness,joy,surprise,No,Yes,Yes,4,88,3,3,0,2,11,62,5,3,15,4,68,17,8,5,2,0,0,86,3,7,3,1,0,1,0,3,4,92,1,1,2,90,1,5,88,62,68,86,92,90,0,1,1,0,0,1,0,sadness,sadness,fear
IMG_0159,Female,Caucasian White,joy,joy,joy,joy,No,No,No,89,1,1,1,3,5,90,3,1,4,1,1,90,0,1,2,6,1,84,4,4,4,3,1,91,0,3,2,1,3,75,11,3,6,0,5,89,90,90,84,91,75,0,0,0,1,1,1,1,joy,joy,joy
IMG_0160,Male,East Asian,anger,anger,anger,joy,No,No,Yes,1,1,82,1,11,4,4,0,83,2,6,5,0,9,75,5,0,11,6,3,79,8,1,3,80,3,2,5,2,8,1,0,12,9,9,69,82,83,75,79,80,69,0,0,1,1,1,0,1,anger,anger,surprise
IMG_0161,Female,Black American,surprise,anger,joy,fear,No,No,Yes,0,16,65,8,5,6,13,0,81,1,2,3,84,3,3,1,6,3,77,12,5,2,3,1,3,2,6,81,2,6,2,1,2,0,93,2,65,81,84,77,81,93,0,0,1,0,0,0,0,anger,joy,disgust
IMG_0162,Female,Caucasian White,anger,surprise,anger,anger,No,No,Yes,1,2,2,0,2,93,18,5,9,0,2,66,1,3,77,7,5,7,2,6,75,2,4,11,4,1,92,2,0,1,9,3,2,1,80,5,93,66,77,75,92,80,0,0,1,0,1,1,1,surprise,anger,disgust
IMG_0163,Male,East Asian,fear,surprise,surprise,surprise,No,No,No,1,8,8,0,0,83,2,2,3,7,1,85,2,0,2,7,1,88,2,10,3,0,3,82,5,2,4,2,0,87,1,2,5,6,2,84,83,85,88,82,87,84,0,0,0,0,0,0,0,surprise,surprise,surprise
IMG_0164,Female,Latino,surprise,sadness,sadness,anger,No,No,No,10,81,3,1,2,3,3,85,2,4,1,5,6,91,0,0,2,1,7,88,2,1,1,1,10,0,72,4,2,12,3,11,74,1,4,7,81,85,91,88,72,74,0,0,0,0,0,0,0,sadness,sadness,anger
IMG_0165,Female,Black American,surprise,joy,disgust,sadness,No,No,No,85,1,1,4,8,1,68,1,11,8,5,7,3,4,7,3,72,11,7,0,0,5,83,5,14,66,3,1,2,14,8,74,3,4,5,6,85,68,72,83,66,74,0,0,0,0,0,0,0,joy,disgust,sadness
IMG_0166,Male,Caucasian White,anger,anger,anger,fear,No,No,No,3,0,86,3,3,5,5,1,84,5,3,2,1,0,98,1,0,0,2,1,91,0,1,5,2,2,11,80,0,5,4,8,18,63,7,0,86,84,98,91,80,63,0,0,0,1,1,0,1,anger,anger,fear
IMG_0167,Female,East Asian,surprise,sadness,disgust,disgust,No,No,No,2,83,2,9,3,1,1,69,6,2,20,2,3,5,2,13,65,12,0,5,0,1,92,2,5,0,3,1,81,10,2,1,5,3,83,6,83,69,65,92,81,83,0,0,0,0,0,0,0,sadness,disgust,disgust
IMG_0168,Female,Latino,sadness,sadness,sadness,sadness,No,Yes,No,1,92,3,2,1,1,2,83,3,3,7,2,3,84,3,1,9,0,6,2,8,5,14,65,2,85,6,0,5,2,0,93,1,3,2,1,92,83,84,65,85,93,0,1,0,1,1,1,1,sadness,surprise,sadness
IMG_0169,Male,Black American,anger,anger,anger,joy,No,No,No,2,1,90,3,4,0,0,1,91,0,7,1,4,3,75,12,1,5,3,7,82,1,1,6,91,3,0,0,1,5,73,6,4,7,10,0,90,91,75,82,91,73,0,0,0,1,1,0,1,anger,anger,joy
IMG_0170,Male,Black American,fear,anger,disgust,fear,No,No,No,0,3,93,1,1,2,2,8,85,2,3,0,18,5,3,4,62,8,1,1,5,0,92,1,0,5,2,78,1,14,1,4,4,90,1,0,93,85,62,92,78,90,0,0,0,0,0,1,0,anger,disgust,fear
IMG_0171,Female,Latino,anger,joy,anger,anger,No,Yes,No,61,1,9,6,22,1,65,11,0,5,15,4,0,0,100,0,0,0,7,3,0,1,85,4,2,1,95,0,1,1,0,0,100,0,0,0,61,65,100,85,95,100,0,1,0,0,1,1,1,joy,disgust,anger
IMG_0172,Female,Caucasian White,surprise,fear,disgust,sadness,No,No,No,1,15,1,69,14,0,1,2,3,87,2,5,1,2,1,5,90,1,2,1,1,0,82,14,1,82,1,8,5,3,5,76,3,2,8,6,69,87,90,82,82,76,0,0,0,0,0,0,0,fear,disgust,sadness
IMG_0173,Male,Caucasian White,fear,disgust,joy,sadness,No,No,No,3,1,10,1,85,0,5,1,3,14,74,3,79,9,1,3,3,5,93,0,1,1,3,2,15,62,12,1,2,8,4,60,5,6,24,1,85,74,79,93,62,60,0,0,0,0,0,0,0,disgust,joy,sadness
IMG_0174,Female,Caucasian White,fear,disgust,sadness,surprise,No,Yes,No,6,17,9,5,62,1,5,1,1,1,90,2,4,66,4,10,7,9,1,13,0,12,72,2,6,1,3,1,2,87,6,2,1,1,9,81,62,90,66,72,87,81,0,1,0,0,0,0,0,disgust,disgust,surprise
IMG_0175,Female,South Asian,anger,anger,fear,disgust,No,No,No,3,0,94,0,1,2,1,0,92,5,0,2,0,7,1,62,19,11,2,3,0,94,1,0,2,2,4,4,87,1,0,7,5,3,78,7,94,92,62,94,87,78,0,0,0,1,0,0,1,anger,fear,disgust
IMG_0176,Female,Caucasian White,sadness,sadness,sadness,sadness,No,No,No,1,83,1,2,10,3,1,99,0,0,0,0,0,94,2,0,2,2,9,83,1,5,0,2,1,85,5,8,0,1,1,99,0,0,0,0,83,99,94,83,85,99,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_0177,Female,Caucasian White,disgust,fear,disgust,surprise,No,No,No,4,8,2,62,1,23,7,9,7,60,1,16,0,0,1,2,93,4,3,5,7,2,77,6,3,1,2,5,8,81,2,3,0,5,0,90,62,60,93,77,81,90,0,0,0,0,1,0,0,fear,disgust,surprise
IMG_0178,Male,Black American,anger,anger,anger,anger,No,Yes,Yes,7,7,83,2,0,1,3,2,83,5,5,2,0,1,97,1,0,1,10,6,8,2,72,2,1,0,98,0,0,1,3,1,1,1,94,0,83,83,97,72,98,94,0,1,1,1,1,1,1,anger,disgust,disgust
IMG_0179,Female,East Asian,joy,joy,joy,joy,No,No,No,85,2,0,9,2,2,87,1,1,1,3,7,97,0,0,2,1,0,98,1,0,0,0,1,98,0,1,1,0,0,91,1,1,4,1,2,85,87,97,98,98,91,0,0,0,1,1,1,1,joy,joy,joy
IMG_0180,Male,Caucasian White,fear,surprise,joy,joy,No,Yes,No,3,1,0,1,4,91,2,1,0,18,8,71,67,3,4,11,9,6,8,1,5,11,3,72,75,2,3,9,10,1,88,1,5,0,2,4,91,71,67,72,75,88,0,1,0,0,0,0,0,surprise,surprise,joy
